disp_id,client_id,account_id,type,age,state,city,district_id,sex,card_id,type_card,year,month,day,fulldate,type_trans,amount_credit,trans_count,loan_id,amount_loan,duration,payments,status_loan,year_trans,month_trans,day_trans,fulldate_trans,location,purpose_loan,balance_last,diff_date,is_has_loan,is_has_card
D00000102,C00000102,A00000086,Owner,41,IL,Chicago,74,Female,,,,,,,Credit,6424.8,71,,,,,,,,,,,,21975.6,2125,0,0
D00000103,C00000103,A00000086,User,44,IL,Chicago,74,Male,,,,,,,Credit,6424.8,71,,,,,,,,,,,,21975.6,2125,0,0
D00000105,C00000105,A00000088,Owner,19,IA,Des Moines,31,Male,,,,,,,Credit,2461.3,31,,,,,,,,,,,,24428.0,911,0,0
D00000106,C00000106,A00000089,Owner,31,RI,Cranston,68,Female,,,,,,,Credit,98565.9,33,,,,,,,,,,,,37919.9,462,0,0
D00000107,C00000107,A00000090,Owner,27,NY,New York City,1,Male,,,,,,,Credit,1431980.4,110,,,,,,,,,,,,24126.6,1632,0,0
D00000108,C00000108,A00000091,Owner,36,WI,Milwaukee,17,Male,,,,,,,Credit,266448.1,42,,,,,,,,,,,,-4187.6,754,0,0
D00000110,C00000110,A00000093,Owner,32,FL,Jacksonville,2,Female,,,,,,,Credit,261388.5,66,,,,,,,,,,,,34008.9,915,0,0
D00000112,C00000112,A00000095,Owner,65,NY,New York City,1,Male,V00000014,VISA Signature,2016.0,2.0,17.0,2016-02-17,Credit,1182225.9,92,,,,,,,,,,,,80441.6,1372,0,1
D00000113,C00000113,A00000095,User,59,NY,New York City,1,Female,,,,,,,Credit,1182225.9,92,,,,,,,,,,,,80441.6,1372,0,0
D00000114,C00000114,A00000096,Owner,30,IL,Chicago,74,Female,V00000015,VISA Signature,2015.0,3.0,5.0,2015-03-05,Credit,56548.0,76,,,,,,,,,,,,84861.0,2142,0,1
D00000115,C00000115,A00000096,User,30,IL,Chicago,74,Male,,,,,,,Credit,56548.0,76,,,,,,,,,,,,84861.0,2142,0,0
D00000116,C00000116,A00000097,Owner,58,IL,Chicago,74,Male,V00000016,VISA Signature,2018.0,6.0,23.0,2018-06-23,Credit,640920.2,67,L00004986,102876.0,12.0,8573.0,A,2017.0,8.0,10.0,2017-08-10,1.0,home,52583.8,970,1,1
D00000117,C00000117,A00000097,User,63,IL,Chicago,74,Female,,,,,,,Credit,640920.2,67,L00004986,102876.0,12.0,8573.0,A,2017.0,8.0,10.0,2017-08-10,1.0,home,52583.8,970,1,0
D00000118,C00000118,A00000098,Owner,77,MA,Lowell,55,Male,,,,,,,Credit,2282.0,21,,,,,,,,,,,,14443.9,608,0,0
D00000119,C00000119,A00000098,User,77,MA,Lowell,55,Female,,,,,,,Credit,2282.0,21,,,,,,,,,,,,14443.9,608,0,0
D00000120,C00000120,A00000099,Owner,23,NY,New York City,1,Male,,,,,,,Credit,1258139.7,93,,,,,,,,,,,,2321.8,1252,0,0
D00000121,C00000121,A00000100,Owner,21,NH,Manchester,41,Female,,,,,,,Credit,883214.5,145,,,,,,,,,,,,74839.1,1829,0,0
D00000122,C00000122,A00000101,Owner,36,SD,Sioux Falls,35,Female,,,,,,,Credit,676120.2,71,,,,,,,,,,,,73685.1,989,0,0
D00000123,C00000123,A00000102,Owner,30,TN,Nashville,11,Male,,,,,,,Credit,909034.0,118,,,,,,,,,,,,49992.7,1902,0,0
D00000124,C00000124,A00000103,Owner,32,ME,Portland,44,Male,,,,,,,Credit,876387.2,84,L00004988,265320.0,36.0,7370.0,D,2017.0,12.0,6.0,2017-12-06,1.0,home,37861.9,1026,1,0
D00000125,C00000125,A00000104,Owner,63,MS,Jackson,37,Male,,,,,,,Credit,5841.3,65,,,,,,,,,,,,25637.8,2086,0,0
D00000126,C00000126,A00000104,User,70,MS,Jackson,37,Female,,,,,,,Credit,5841.3,65,,,,,,,,,,,,25637.8,2086,0,0
D00000127,C00000127,A00000105,Owner,49,NE,Omaha,21,Female,V00000017,VISA Signature,2018.0,6.0,7.0,2018-06-07,Credit,255490.69999999998,30,L00004989,352704.0,48.0,7348.0,C,2018.0,12.0,5.0,2018-12-05,1.0,home,17221.3,539,1,1
D00000128,C00000128,A00000106,Owner,26,CT,Norwalk,63,Female,V00000018,VISA Signature,2015.0,8.0,25.0,2015-08-25,Credit,959859.2,99,,,,,,,,,,,,64941.3,1495,0,1
D00000129,C00000129,A00000107,Owner,52,AZ,Phoenix,64,Female,,,,,,,Credit,551131.0,152,,,,,,,,,,,,44266.2,1882,0,0
D00000130,C00000130,A00000108,Owner,57,CT,Hartford,53,Male,V00000019,VISA Signature,2017.0,9.0,9.0,2017-09-09,Credit,794900.5,94,,,,,,,,,,,,56976.3,1392,0,1
D00000131,C00000131,A00000109,Owner,23,CT,Hartford,53,Female,V00000020,VISA Signature,2018.0,12.0,2.0,2018-12-02,Credit,122669.9,70,,,,,,,,,,,,41821.7,620,0,1
D00000132,C00000132,A00000110,Owner,47,RI,Providence,36,Male,V00000021,VISA Signature,2018.0,2.0,26.0,2018-02-26,Credit,751639.3,61,L00004990,162576.0,36.0,4516.0,C,2017.0,9.0,8.0,2017-09-08,1.0,home,73880.9,897,1,1
D00000134,C00000134,A00000112,Owner,68,WA,Seattle,6,Male,,,,,,,Credit,7514.7,71,,,,,,,,,,,,51810.0,2120,0,0
D00000135,C00000135,A00000112,User,61,WA,Seattle,6,Female,,,,,,,Credit,7514.7,71,,,,,,,,,,,,51810.0,2120,0,0
D00000136,C00000136,A00000113,Owner,79,MA,Lowell,55,Female,,,,,,,Credit,2658.5,26,,,,,,,,,,,,26350.9,892,0,0
D00000137,C00000137,A00000114,Owner,76,MA,Lynn,60,Male,,,,,,,Credit,1990.3,18,,,,,,,,,,,,26099.7,657,0,0
D00000138,C00000138,A00000115,Owner,27,TX,Houston,54,Female,V00000022,VISA Signature,2017.0,1.0,11.0,2017-01-11,Credit,634589.6,158,,,,,,,,,,,,33604.8,2113,0,1
D00000139,C00000139,A00000116,Owner,40,DC,Washington,8,Female,,,,,,,Credit,840019.4,68,,,,,,,,,,,,72209.3,1015,0,0
D00000140,C00000140,A00000116,User,38,DC,Washington,8,Male,,,,,,,Credit,840019.4,68,,,,,,,,,,,,72209.3,1015,0,0
D00000141,C00000141,A00000117,Owner,74,IA,Des Moines,31,Male,,,,,,,Credit,6249.2,65,,,,,,,,,,,,16679.5,1943,0,0
D00000142,C00000142,A00000118,Owner,62,RI,Cranston,68,Male,,,,,,,Credit,26909.8,22,,,,,,,,,,,,29483.7,469,0,0
D00000143,C00000143,A00000119,Owner,21,TX,San Antonio,27,Male,,,,,,,Credit,1583824.2,135,,,,,,,,,,,,57394.8,2046,0,0
D00000144,C00000144,A00000120,Owner,41,MA,Newton,65,Male,,,,,,,Credit,1076825.9,105,,,,,,,,,,,,25835.8,1294,0,0
D00000145,C00000145,A00000121,Owner,21,MA,Lowell,55,Male,,,,,,,Credit,28416.7,24,,,,,,,,,,,,34955.3,446,0,0
D00000146,C00000146,A00000122,Owner,38,IA,Des Moines,31,Female,V00000023,VISA Signature,2018.0,10.0,3.0,2018-10-03,Credit,650394.6,53,,,,,,,,,,,,56787.8,792,0,1
D00000147,C00000147,A00000123,Owner,66,NE,Omaha,21,Female,,,,,,,Credit,4741.2,66,,,,,,,,,,,,23383.0,2119,0,0
D00000148,C00000148,A00000123,User,59,NE,Omaha,21,Male,,,,,,,Credit,4741.2,66,,,,,,,,,,,,23383.0,2119,0,0
D00000149,C00000149,A00000124,Owner,51,MA,Lowell,55,Male,,,,,,,Credit,15654.1,17,,,,,,,,,,,,13566.0,368,0,0
D00000150,C00000150,A00000125,Owner,19,FL,Jacksonville,2,Female,,,,,,,Credit,983802.4,66,,,,,,,,,,,,64858.3,845,0,0
D00000151,C00000151,A00000126,Owner,28,MA,Springfield,51,Female,,,,,,,Credit,1608416.4,140,,,,,,,,,,,,50359.1,1895,0,0
D00000152,C00000152,A00000127,Owner,54,NJ,Newark,29,Female,,,,,,,Credit,4118.6,60,,,,,,,,,,,,17545.8,1793,0,0
D00000153,C00000153,A00000128,Owner,18,OK,Oklahoma City,13,Female,V00000024,VISA Standard,2016.0,8.0,5.0,2016-08-05,Credit,444791.7,208,,,,,,,,,,,,74713.1,2141,0,1
D00000154,C00000154,A00000129,Owner,66,IL,Chicago,74,Male,,,,,,,Credit,1899.4,16,,,,,,,,,,,,19863.3,456,0,0
D00000155,C00000155,A00000129,User,60,IL,Chicago,74,Female,,,,,,,Credit,1899.4,16,,,,,,,,,,,,19863.3,456,0,0
D00000156,C00000156,A00000130,Owner,69,TX,Houston,54,Female,,,,,,,Credit,2426.6,20,,,,,,,,,,,,29171.2,687,0,0
D00000157,C00000157,A00000131,Owner,56,CT,New Haven,52,Female,,,,,,,Credit,496062.2,90,,,,,,,,,,,,36355.1,1297,0,0
D00000158,C00000158,A00000132,Owner,54,ND,Fargo,40,Female,V00000025,VISA Signature,2017.0,12.0,6.0,2017-12-06,Credit,1285255.7,79,L00004996,88440.0,12.0,7370.0,A,2016.0,11.0,6.0,2016-11-06,1.0,home,34556.6,964,1,1
D00000159,C00000159,A00000132,User,61,ND,Fargo,40,Male,,,,,,,Credit,1285255.7,79,L00004996,88440.0,12.0,7370.0,A,2016.0,11.0,6.0,2016-11-06,1.0,home,34556.6,964,1,0
D00000160,C00000160,A00000133,Owner,57,AZ,Phoenix,64,Female,,,,,,,Credit,694287.3,44,,,,,,,,,,,,46582.3,446,0,0
D00000161,C00000161,A00000134,Owner,56,AR,Little Rock,34,Female,V00000026,VISA Signature,2018.0,9.0,14.0,2018-09-14,Credit,140633.3,27,,,,,,,,,,,,45530.8,386,0,1
D00000162,C00000162,A00000135,Owner,58,MA,Newton,65,Male,,,,,,,Credit,408093.4,161,,,,,,,,,,,,73702.7,2025,0,0
D00000163,C00000163,A00000136,Owner,66,IL,Chicago,74,Male,,,,,,,Credit,3138.7,29,,,,,,,,,,,,27095.2,961,0,0
D00000164,C00000164,A00000137,Owner,37,CA,Los Angeles,70,Female,,,,,,,Credit,736250.3,59,,,,,,,,,,,,49568.9,895,0,0
D00000165,C00000165,A00000138,Owner,31,VA,Virginia Beach,22,Male,,,,,,,Credit,37600.0,15,,,,,,,,,,,,21200.0,1170,0,0
D00000166,C00000166,A00000138,User,38,VA,Virginia Beach,22,Female,,,,,,,Credit,37600.0,15,,,,,,,,,,,,21200.0,1170,0,0
D00000167,C00000167,A00000139,Owner,21,CT,Bridgeport,38,Female,V00000027,VISA Standard,2018.0,11.0,15.0,2018-11-15,Credit,5914.6,20,,,,,,,,,,,,54229.3,595,0,1
D00000168,C00000168,A00000140,Owner,23,LA,New Orleans,24,Female,,,,,,,Credit,190393.4,42,,,,,,,,,,,,47564.1,919,0,0
D00000169,C00000169,A00000141,Owner,46,CT,Bridgeport,38,Male,,,,,,,Credit,6547.4,35,,,,,,,,,,,,54877.8,1030,0,0
D00000170,C00000170,A00000141,User,53,CT,Bridgeport,38,Female,,,,,,,Credit,6547.4,35,,,,,,,,,,,,54877.8,1030,0,0
D00000171,C00000171,A00000142,Owner,70,MA,Springfield,51,Male,,,,,,,Credit,6833.4,67,,,,,,,,,,,,22244.3,2145,0,0
D00000172,C00000172,A00000142,User,64,MA,Springfield,51,Female,,,,,,,Credit,6833.4,67,,,,,,,,,,,,22244.3,2145,0,0
D00000173,C00000173,A00000143,Owner,81,NE,Omaha,21,Female,,,,,,,Credit,1976.9,22,,,,,,,,,,,,22772.9,764,0,0
D00000174,C00000174,A00000144,Owner,21,MI,Detroit,10,Male,V00000028,VISA Standard,2018.0,1.0,22.0,2018-01-22,Credit,808867.2,53,,,,,,,,,,,,84474.9,637,0,1
D00000175,C00000175,A00000145,Owner,39,IA,Des Moines,31,Male,,,,,,,Credit,360546.5,94,,,,,,,,,,,,62413.4,1093,0,0
D00000176,C00000176,A00000146,Owner,70,NC,Charlotte,4,Male,,,,,,,Credit,6598.8,65,,,,,,,,,,,,38813.8,1946,0,0
D00000178,C00000178,A00000148,Owner,39,DC,Washington,8,Male,,,,,,,Credit,5111.1,63,,,,,,,,,,,,27205.8,2019,0,0
D00000179,C00000179,A00000149,Owner,19,DE,Wilmington,43,Male,,,,,,,Credit,88417.9,44,,,,,,,,,,,,53921.8,410,0,0
